record_id,phytoplasma,host_group,country,reference,family,species
1721,16SrII D,plant,Mareeba,Schneider et al 1999,Fabaceae,Macroptilium bracteatum
1722,16SrXII B,plant,Mareeba,Schneider et al 1999,Fabaceae,Macroptilium gracile
1723,16SrXII B,plant,Australia,Schneider et al 1999,Fabaceae,Phaseolus vulgaris
1724,16SrXII B,plant,Australia,Schneider et al 1999,Fabaceae,Stylosanthes hamata
1725,16SrII D,plant,Mareeba,Schneider et al 1999,Fabaceae,Stylosanthes scabra
1726,16SrXII B,plant,Mareeba,Schneider et al 1999,Fabaceae,Stylosanthes scabra
1727,not characterized ,plant,Australia,Schneider et al 1999,Fabaceae,Vigna lanceolata
1728,16SrII D,plant,Australia,Schneider et al 1999,Goodeniaceae,Goodenia sp.
1729,16SrII D,plant,Australia,Schneider et al 1999,Passifloraceae,Passiflora foetida
1730,16SrII D,plant,Australia,Tran-Nguyen et al 2000,Poaceae,Cynodon dactylon
1731,16SrXIV ,plant,Australia,Schneider et al 1999,Poaceae,Cynodon dactylon
1732,16SrXI ,plant,Australia,Schneider et al 1999,Poaceae,Sorghum stipoideum
1733,16SrXI ,plant,Australia,Schneider et al 1999,Poaceae,Whiteochloa capillipes
1734,16SrII ,plant,Australia,Schneider et al 1999,Rubiaceae,Spermacocci sp.
1735,16SrXII B,plant,Mareeba,Schneider et al 1999,Solanaceae,Nicotiana tabacum
1736,16SrII B,plant,Australia,Schneider et al 1999,Malvaceae,Waltheria indica
1737,16SrII B,plant,Sicily,Davino et al 2007,Brassicaceae,Matthiola incana
1738,16SrV B,plant,Shaanxi,Fan et al 2008,Rhamnaceae,Ziziphus jujuba
1739,16SrV C,plant,Veneto,Martini et al 2002,Vitaceae,Vitis vinifera
1740,16SrV D,plant,France,Martini et al 2002,Vitaceae,Vitis vinifera
1741,16SrXII A,plant,Emilia-Romagna,Paltrinieri et al 2008,Rosaceae,Prunus avium
1742,16SrIII B,plant,Emilia-Romagna,Paltrinieri et al 2008,Rosaceae,Prunus avium
1743,16SrV B,plant,Emilia-Romagna,Paltrinieri et al 2008,Rosaceae,Prunus avium
1744,16SrI ,plant,France,Devergne & Lovisolo 1969,Ranunculaceae,Ranunculus asiaticus
1745,16SrI C,plant,Campania,Seemuller et al 1998,Ranunculaceae,Ranunculus sp.
1746,16SrI B,plant,Campania,Parrella et al 2008,Ranunculaceae,Ranunculus asiaticus
1747,16SrVI A,plant,Turkey,Sertkaya et al 2007,Apocynaceae,Catharanthus roseus
1748,16SrVI A,plant,Turkey,Sertkaya et al 2007,Pedaliaceae,Sesamum indicum
1749,16SrVI A,plant,Turkey,Sertkaya et al 2007,Solanaceae,Capsicum sp.
1750,16SrVI A,plant,Turkey,Sertkaya et al 2007,Solanaceae,Solanum melongena
1751,16SrXII A,plant,Turkey,Sertkaya et al 2007,Solanaceae,Solanum lycopersicum
1752,16SrII E,plant,Sardegna,Tolu et al 2006,Asteraceae,Calendula arvensis
1753,16SrII E,plant,Sardegna,Tolu et al 2006,Solanaceae,Solanum nigrum
1754,16SrII E,plant,Sardegna,Tolu et al 2006,Amaranthaceae,Chenopodium sp.
1755,tested negative,plant,Sardegna,Tolu et al 2006,Poaceae,Lolium sp.
1756,tested negative,plant,Sardegna,Tolu et al 2006,Convolvulaceae,Convolvulus arvensis
1757,tested negative,plant,Sardegna,Tolu et al 2006,Fabaceae,Trifolium repens
1758,16SrI B,plant,Italy,Seemuller et al 1998,Malvaceae,Malva sp.
1759,tested negative,plant,Sardegna,Tolu et al 2006,Malvaceae,Malva silvestris
1760,tested negative,plant,Sardegna,Tolu et al 2006,Asteraceae,Erigeron canadensis
1761,tested negative,plant,Sardegna,Tolu et al 2006,Asteraceae,Helmintia echioides
1762,tested negative,plant,Sardegna,Tolu et al 2006,Plantaginaceae,Plantago lanceolata
1763,tested negative,plant,Sardegna,Tolu et al 2006,Amaranthaceae,Amaranthus sp.
1764,tested negative,plant,Sardegna,Tolu et al 2006,Poaceae,Bromus sterilis
1765,tested negative,plant,Sardegna,Tolu et al 2006,Poaceae,Avena fatua
1766,tested negative,plant,Sardegna,Tolu et al 2006,Poaceae,Hordeum murinum
1767,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Rutaceae,Citrus sinensis
1768,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Rutaceae,Citrus limon
1769,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Rubiaceae,Coffea arabica
1770,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Apocynaceae,Catharanthus roseus
1771,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Bignoniaceae,Tabebuia heterophylla
1772,tested negative,plant,Puerto Rico,Caicedo et al 2015,Rutaceae,Citrus reticulata
1773,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Fabaceae,Cajanus cajan
1774,tested negative,plant,Puerto Rico,Caicedo et al 2015,Sapindaceae,Melicoccus bijugatus
1775,tested negative,plant,Puerto Rico,Caicedo et al 2015,Rubiaceae,Ixora coccinea
1776,tested negative,plant,Puerto Rico,Caicedo et al 2015,Anacardiaceae,Mangifera indica
1777,tested negative,plant,Puerto Rico,Caicedo et al 2015,Cactaceae,Opuntia sp.
1778,16SrIII A,plant,California,Kirkpatrick et al 1995a,Rosaceae,Prunus sp.
1779,16SrIII A,plant,California,Blomquist & Kirkpatrick 2002,Rosaceae,Prunus sp.
1780,16SrX A,plant,California,Blomquist & Kirkpatrick 2002,Rosaceae,Prunus sp.
1781,16SrIX B,plant,Bekaa-West,Choueiri et al 2001,Rosaceae,Prunus amygdalus
1782,16SrIX B,plant,Shiraz,Verdin et al 2003,Rosaceae,Prunus amygdalus
1783,16SrXXI A,plant,Poland,Sliwa et al 2007,Pinaceae,Pinus silvestris
1784,16SrXXI A,plant,Czech Republic,Kaminska et al 2011,Pinaceae,Picea pungens
1785,16SrXXI A,plant,Czech Republic,Kaminska et al 2011,Pinaceae,Abies procera
1786,tested negative,plant,Poland,Kaminska et al 2011,Pinaceae,Abies concolor
1787,tested negative,plant,Poland,Kaminska et al 2011,Pinaceae,Abies koreana
1788,16SrXXI A,plant,Poland,Kaminska et al 2011,Pinaceae,Pinus banksiana
1789,16SrXXI A,plant,Poland,Kaminska et al 2011,Pinaceae,Pinus mugo
1790,16SrXXI A,plant,Poland,Kaminska et al 2011,Pinaceae,Pinus nigra
1791,16SrXXI A,plant,Poland,Kaminska et al 2011,Pinaceae,Pinus tabuliformis
1792,16SrXXI A,plant,Poland,Kaminska et al 2011,Pinaceae,Pinus silvestris
1793,tested negative,plant,Poland,Kaminska et al 2011,Pinaceae,Pinus silvestris
1794,16SrXXI A,plant,Poland,Kaminska et al 2011,Pinaceae,Tsuga canadensis
1795,16SrI B,plant,Jordan,Anfoka & Fattash 2004,Rosaceae,Prunus persicae
1796,16SrIV A,plant,Kuwait,Al-Awadhi et al 2002,Arecaceae,Phoenix dactylifera
1797,16SrV C,plant,Austria,Reisenzein & Steffek 2011 ,Ranunculaceae,Clematis vitalba
1798,16SrV ,plant,Austria,Reisenzein & Strauß 2013,Betulaceae,Alnus glutinosa
1799,tested negative,plant,Austria,Reisenzein & Strauß 2013,Convolvulaceae,Convolvulus sepium
1800,tested negative,plant,Austria,Reisenzein & Strauß 2013,Convolvulaceae,Convolvulus arvensis
1801,tested negative,plant,Austria,Reisenzein & Strauß 2013,Urticaceae,Urtica dioica
1802,tested negative,plant,Austria,Reisenzein & Strauß 2013,Lamiaceae,Stachys sylvatica
1803,tested negative,plant,Austria,Reisenzein & Strauß 2013,Lamiaceae,Salvia glutinosa
1804,tested negative,plant,Austria,Reisenzein & Strauß 2013,Polygonaceae,Persicaria maculosa
1805,tested negative,plant,Austria,Reisenzein & Strauß 2013,Rosaceae,Rosa canina
1806,tested negative,plant,Austria,Reisenzein & Strauß 2013,Celastraceae,Euonymus sp.
1807,tested negative,plant,Austria,Reisenzein & Strauß 2013,Salicaceae,Salix sp.
1808,tested negative,plant,Austria,Reisenzein & Strauß 2013,Betulaceae,Corylus avellana
1809,tested negative,plant,Austria,Reisenzein & Strauß 2013,Oleaceae,Ligustrum vugare
1810,tested negative,plant,Austria,Reisenzein & Strauß 2013,Rosaceae,Rubus fruticosus
1811,tested negative,plant,Austria,Reisenzein & Strauß 2013,Rosaceae,Sorbus aucuparia
1812,tested negative,plant,Austria,Reisenzein & Strauß 2013,Cornaceae,Cornus sanguinea
1813,tested negative,plant,Austria,Reisenzein & Strauß 2013,Caprifoliaceae,Sambucus nigra
1814,tested negative,plant,Austria,Reisenzein & Strauß 2013,Sapindaceae,Acer campestre
1815,tested negative,plant,Austria,Reisenzein & Strauß 2013,Rosaceae,Prunus avium
1816,tested negative,plant,Austria,Reisenzein & Strauß 2013,Oleaceae,Fraxinus excelsior
1817,tested negative,plant,Austria,Reisenzein & Strauß 2013,Betulaceae,Carpinus betulus
1818,tested negative,plant,Austria,Reisenzein & Strauß 2013,Simaroubaceae,Ailanthus altissima
1819,tested negative,plant,Austria,Reisenzein & Strauß 2013,Fagaceae,Quercus petraea
1820,tested negative,plant,Austria,Reisenzein & Strauß 2013,Juglandaceae,Juglans regia
1821,16SrI A,plant,Vilniaus,Valiunas et al 2017,Cucurbitaceae,Cucumis sativus
1822,16SrI A,plant,Vilniaus,Ivanauskas et al 2016,Solanaceae,Solanum tuberosum
1823,16SrI A,plant,Lithuania,Valiunas et al 2001,Apiaceae,Daucus carota
1824,16SrI A,plant,Lithuania,Valiunas et al 2001,Polemoniaceae,Phlox paniculata
1825,16SrI A,plant,Lithuania,Valiunas et al 2001,Plumbaginaceae,Limonium sinuatum
1826,16SrI A,plant,Lithuania,Valiunas et al 2001,Asparagaceae,Hyacinthus orientalis
1827,16SrI A,plant,Lithuania,Valiunas et al 2001,Ranunculaceae,Aconitum sp.
1828,16SrI C,plant,Lithuania,Staniulis et al 2000,Fabaceae,Trifolium repens
1829,16SrIII B,plant,Lithuania,Staniulis et al 2000,Fabaceae,Trifolium repens
1830,16SrI C,plant,Lithuania,Staniulis et al 2000,Fabaceae,Trifolium hybrid
1831,16SrVI A,plant,Spain,Alfaro-Fernandez et al 2017,Apiaceae,Apium graveolens
1832,16SrXII A,plant,Spain,Alfaro-Fernandez et al 2017,Apiaceae,Daucus carota
1833,16SrVI A,plant,Spain,Alfaro-Fernandez et al 2017,Amaranthaceae,Amaranthus blitoides
1834,16SrVI A,plant,Spain,Alfaro-Fernandez et al 2017,Poaceae,Setaria adhaerens
1835,16SrXII A,plant,Spain,Alfaro-Fernandez et al 2017,Convolvulaceae,Convolvulus arvensis
1836,16SrII D,plant,Oman,Khan et al 2002,Fabaceae,Medicago sativa
1837,16SrII B,plant,Oman,Garnier et al 1991,Fabaceae,Medicago sativa
1838,16SrXII A,plant,Sicily,Albanese et al 1996,Vitaceae,Vitis vinifera
1839,16SrI B,plant,Liguria,Marzachì et al 1999,Brassicaceae,Brassica oleracea
1840,16SrI B,plant,Liguria,Marzachì et al 1999,Asteraceae,Senecio cruentus
1841,16SrI B,plant,Liguria,Marzachì et al 1999,Asteraceae,Argyranthemum frutescens
1842,16SrI B,plant,Liguria,Marzachì et al 1999,Asteraceae,Dahlia sp.
1843,16SrI B,plant,Liguria,Marzachì et al 1999,Hydrangeaceae,Hydrangea macrophylla
1844,16SrI B,plant,Liguria,Marzachì et al 1999,Lamiaceae,Lavandula officinalis
1845,16SrI B,plant,Liguria,Marzachì et al 1999,Asteraceae,Lactuca sativa
1846,16SrI C,plant,Italy,Seemuller et al 1998,Oleaceae,Olea europaea
1847,16SrI B,plant,Liguria,Marzachì et al 1999,Oleaceae,Olea europaea
1848,16SrI B,plant,Liguria,Marzachì et al 1999,Anacardiaceae,Pistacia terebinthus
1849,16SrI B,plant,Liguria,Marzachì et al 1999,Primulaceae,Primula sp.
1850,16SrX A,plant,Italy,Seemuller et al 1998,Betulaceae,Corylus avellana
1851,16SrV ,plant,Italy,Lessio et al 2016,Betulaceae,Corylus avellana
1852,16SrI B,plant,Liguria,Marzachì et al 1999,Fabaceae,Spartium junceum
1853,16SrI B,plant,Liguria,Marzachì et al 1999,Asteraceae,Helichrysum bracteatum
1854,16SrI B,plant,Liguria,Marzachì et al 1999,Violaceae,Viola odorata
1855,16SrXII A,plant,Liguria,Marzachì et al 1999,Actinidiaceae,Actinidia deliciosa
1856,16SrXII A,plant,Liguria,Marzachì et al 1999,Oleaceae,Jasminum officinale
1857,16SrXII A,plant,Liguria,Marzachì et al 1999,Violaceae,Viola odorata
1858,16SrXII A,plant,Liguria,Marzachì et al 1999,Lamiaceae,Lavandula officinalis
1859,16SrXII ,plant,India,Suryanarayana et al 1996,Fabaceae,Medicago sativa
1860,16SrI A,plant,Wisconsin,Peters et al 1999,Fabaceae,Medicago sativa
1861,16SrII D,plant,Australia,Wilson et al 2001,Pedaliaceae,Sesamum indicum
1862,16SrXII B,plant,Australia,Wilson et al 2001,Pedaliaceae,Sesamum indicum
1863,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Vigna radiata
1864,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Arachis hypogaea
1865,16SrII D,plant,Australia,Davis et al 1997,Fabaceae,Arachis hypogaea
1866,16SrII D,plant,Australia,Padovan & Gibb 2001,Fabaceae,Aeschynomene indica
1867,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Aeschynomene americana
1868,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Alysicarpus vaginalis
1869,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Centrosema pascuorum
1870,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Crotalaria goreensis
1871,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Medicago sativa
1872,16SrII D,plant,Australia,Wilson et al 2001,Fabaceae,Rhynchosia minima
1873,16SrII ,plant,Australia,Wilson et al 2001,Asteraceae,Pterocaulon sp.
1874,16SrII D,plant,Australia,Wilson et al 2001,Rubiaceae,Mitracarpus hirtus
1875,16SrII ,plant,Australia,Wilson et al 2001,Rubiaceae,Mitracarpus hirtus
1876,16SrII ,plant,Iran,Salehi et al 2005,Amaranthaceae,Beta vulgaris
1877,16SrII E,plant,Yazd,Mirzaie et al 2007,Amaranthaceae,Beta vulgaris
1878,16SrIII ,plant,Czech Republic,Safarova et al 2011,Amaranthaceae,Chenopodium album
1879,16SrXII ,plant,Czech Republic,Safarova et al 2011,Amaranthaceae,Chenopodium album
1880,16SrII B,plant,India,Arocha et al 2009,Asteraceae,Lactuca sativa
1881,16SrII C,plant,India,Arocha et al 2009,Apiaceae,Daucus carota
1882,16SrII D,plant,India,Arocha et al 2009,Fabaceae,Phaseolus vulgaris
1883,16SrII A,plant,India,Arocha et al 2009,Amaranthaceae,Amaranthus sp.
1884,16SrII A,plant,Myanmar,Win et al 2011,Asteraceae,Callistephus chinensis
1885,16SrII ,plant,Iran,Esmailzadeh-Hosseini et al 2011,Asteraceae,Calendula of?cinalis
1886,16SrII D,plant,Iran,Salehi et al 2015a,Asteraceae,Helianthus annuus
1887,16SrII E,plant,Serbia,Mitrovic et al 2011a,Asteraceae,Picris hieracioides
1888,16SrII E,plant,Italy,Marcone et al 2001,Asteraceae,Taraxacum officinale
1889,16SrIX ,plant,Italy,Marcone et al 2001,Asteraceae,Dimorphotheca sinuata
1890,16SrII ,plant,Hainan,Wang et al 2008,Asteraceae,Praxelis clematidea
1891,16SrII ,plant,Australia,Seemuller et al 1998,Convolvulaceae,Ipomoea plebeia
1892,16SrII ,plant,Australia,Tairo et al 2006,Convolvulaceae,Ipomoea batatas
1893,16SrII M,plant,Iran,Salehi et al 2015b,Cucurbitaceae,Cucumis sativus
1894,16SrII D,plant,Egypt,Omar & Foissac 2012,Cucurbitaceae,Cucurbita pepo
1895,16SrII D,plant,Iran,Salehi et al 2015b,Cucurbitaceae,Cucurbita pepo
1896,16SrII D,plant,Australia,Gibb et al 1999,Vitaceae,Vitis vinifera
1897,16SrII D,plant,Australia,Aryamanesh et al 2011,Fabaceae,Bituminaria bituminosa
1898,16SrII ,plant,Australia,Yang et al 2015,Fabaceae,Cajanus cajan
1899,16SrII D,plant,Pakistan,Akhtar et al 2008,Fabaceae,Cicer arietinum
1900,16SrII ,plant,China,Wang et al 2008,Fabaceae,Crotalaria szemaoensis
1901,16SrII ,plant,China,Wang et al 2008,Fabaceae,Crotalaria zanzibarica
1902,16SrII C,plant,Malawi,Kumar et al 2011,Fabaceae,Glycine max
1903,16SrII C,plant,Tanzania,Murithi et al 2015,Fabaceae,Glycine max
1904,16SrII D,plant,Iran,Salehi et al 2014,Fabaceae,Medicago sativa
1905,16SrII ,plant,Australia,Yang et al 2015,Fabaceae,Medicago arborea
1906,16SrII D,plant,India,Ragimekula et al 2014,Fabaceae,Vigna radiata
1907,16SrII D,plant,Pakistan,Akhtar et al 2010,Fabaceae,Vigna radiata
1908,16SrII C,plant,Mali,Marzachi et al 2009,Malvaceae,Gossypium hirsutum
1909,16SrII C,plant,Mali,Marzachi et al 2009,Malvaceae,Sida cordifolia
1910,16SrII A,plant,China,Lou et al 2014,Rutaceae,Citrus paradisi
1911,16SrII B,plant,Iran,Salehi et al 2002,Rutaceae,Citrus aurantifolia
1912,16SrII ,plant,Taiwan,Liu et al 2007,Rosaceae,Pyrus serotina
1913,16SrII ,plant,Iran,Zirak et al 2010,Rosaceae,Prunus avium
1914,16SrII D,plant,India,Sharma et al 2015,Solanaceae,Capsicum annuum
1915,16SrII ,plant,Indonesia,Harling et al 2009,Solanaceae,Capsicum sp.
1916,16SrII ,plant,Indonesia,Harling et al 2009,Solanaceae,Cyphomandra betacea
1917,16SrII D,plant,Iran,Faghihi et al 2014,Solanaceae,Petunia hybrida
1918,16SrII D,plant,Egypt,Omar & Foissac 2012,Solanaceae,Lycopersicon esculentum
1919,16SrII D,plant,Egypt,Omar & Foissac 2012,Solanaceae,Solanum melongena
1920,16SrII ,plant,Iran,Samavi et al 2012,Solanaceae,Solanum nigrum
1921,16SrII ,plant,Iran,Samavi et al 2012,Solanaceae,Solanum suretance
1922,16SrI ,plant,Mexico,Leyva-Lopez et al 2002,Solanaceae,Solanum tuberosum
1923,16SrVI E,plant,India,Raj et al 2009b,Solanaceae,Datura inoxia
1924,16SrIV A,plant,Papua New Guinea,Kelly et al 2011,Arecaceae,Cocos nucifera
1925,16SrIV D,plant,Florida,Harrison et al 2008,Arecaceae,Phoenix sylvestris
1926,16SrIV A,plant,Florida,Harrison et al 2008,Arecaceae,Phoenix canariensis
1927,16SrIV A,plant,Florida,Harrison et al 2008,Arecaceae,Phoenix dactylifera
1928,16SrIV F,plant,Florida,Harrison et al 2008,Arecaceae,Phoenix dactylifera
1929,16SrIV D,plant,Florida,Harrison et al 2008,Arecaceae,Syagrus romanozof?ana
1930,16SrIV F,plant,Florida,Harrison et al 2008,Arecaceae,Washingtonia robusta
1931,16SrIV A,plant,Florida,Harrison et al 2008,Arecaceae,Cocos nucifera
1932,16SrIV B,plant,Mexico,Harrison et al 2002,Arecaceae,Cocos nucifera
1933,16SrIV B,plant,Mexico,Harrison et al 2008,Arecaceae,Acrocomia aculeata
1934,16SrXII A,plant,Hungary,Palermo et al 2004,Urticaceae,Urtica dioica
1935,16SrIII ,plant,Hungary,Palermo et al 2004,Asteraceae,Cirsium sp.
1936,16SrXII A,plant,United Kingdom,Hodgetts et al 2015,Rosaceae,Fragaria x ananassa
1937,16SrV A,plant,Marche,Romanazzi & Murolo 2008,Ulmaceae,Zelkova serrata
1938,tested negative,plant,Geneva,Jovic et al 2011b,Rhamnaceae,Rhamnus catharticus
1939,16SrXX A,plant,Vaud,Jovic et al 2011b,Rhamnaceae,Rhamnus catharticus
1940,16SrI A,plant,Arkansas,Seemuller et al 1998,Solanaceae,Lycopersicon esculentum
1941,16SrI B,plant,Japan,Seemuller et al 1998,Solanaceae,Lycopersicon esculentum
1942,16SrIII ,plant,Brazil,Seemuller et al 1998,Solanaceae,Lycopersicon esculentum
1943,16SrII C,plant,Australia,Seemuller et al 1998,Solanaceae,Lycopersicon esculentum
1944,16SrVI ,plant,California,Seemuller et al 1998,Solanaceae,Lycopersicon esculentum
1945,16SrI A,plant,Canada,Seemuller et al 1998,Asteraceae,Callistephus chinensis
1946,16SrI B,plant,Germany,Seemuller et al 1998,Asteraceae,Callistephus chinensis
1947,16SrI I,plant,Mexico,Seemuller et al 1998,Apocynaceae,Catharanthus roseus
1948,16SrXII ,plant,France,Seemuller et al 1998,Apocynaceae,Catharanthus roseus
1949,16SrVI ,plant,California,Seemuller et al 1998,Apocynaceae,Catharanthus roseus
1950,16SrI A,plant,Wisconsin,Seemuller et al 1998,Asteraceae,Echinacea purpurea
1951,16SrI A,plant,Maryland,Seemuller et al 1998,Asteraceae,Erigeron canadensis
1952,16SrI B,plant,United States,Seemuller et al 1998,Asteraceae,Erigeron canadensis
1953,16SrIII ,plant,United States,Seemuller et al 1998,Asteraceae,Erigeron canadensis
1954,16SrI A,plant,Maryland,Seemuller et al 1998,Asteraceae,Solidago sp.
1955,16SrIII ,plant,United States,Seemuller et al 1998,Asteraceae,Solidago rugosa
1956,16SrI B,plant,California,Seemuller et al 1998,Fabaceae,Trifolium sp.
1957,16SrI C,plant,Canada,Seemuller et al 1998,Fabaceae,Trifolium sativum
1958,16SrIII ,plant,Italy,Seemuller et al 1998,Fabaceae,Trifolium sp.
1959,16SrII C,plant,Australia,Seemuller et al 1998,Fabaceae,Trifolium repens
1960,16SrI B,plant,Italy,Seemuller et al 1998,Asteraceae,Chrysanthemum frutescens
1961,16SrI B,plant,Florida,Seemuller et al 1998,Hydrangeaceae,Hydrangea macrophylla
1962,16SrI B,plant,Japan,Namba 1996,Amaryllidaceae,Allium cepa
1963,16SrI B,plant,Italy,Seemuller et al 1998,Iridaceae,Gladiolus sp.
1964,16SrI B,plant,Italy,Seemuller et al 1998,Asteraceae,Calendula of?cinalis
1965,16SrI B,plant,Italy,Seemuller et al 1998,Papaveraceae,Papaver rhoeas
1966,16SrI B,plant,Italy,Seemuller et al 1998,Brassicaceae,Raphanus raphanistrum
1967,16SrI B,plant,Italy,Seemuller et al 1998,Portulacaceae,Portulaca oleracea
1968,16SrI B,plant,Italy,Seemuller et al 1998,Alstroemeriaceae,Alstroemeria sp.
1969,16SrI C,plant,Italy,Seemuller et al 1998,Alstroemeriaceae,Alstroemeria sp.
1970,16SrI B,plant,Florida,Seemuller et al 1998,Asteraceae,Ambrosia artemisifolia
1971,16SrI B,plant,Florida,Seemuller et al 1998,Asteraceae,Eupatorium capillifolium
1972,16SrI B,plant,Japan,Namba 1996,Apiaceae,Cryptotaenia japonica
1973,16SrI B,plant,Japan,Seemuller et al 1998,Moraceae,Morus bombycis
1974,16SrI B,plant,Japan,Shiomi & Sugiura 1983,Asteraceae,Chrysanthemum coronarium
1975,16SrXII B,plant,Australia,Seemuller et al 1998,Vitaceae,Vitis vinifera
1976,16SrI B,plant,Italy,Seemuller et al 1998,Myrtaceae,Myrtus communis
1977,16SrI B,plant,Taiwan,Seemuller et al 1998,Convolvulaceae,Ipomoea obscura
1978,16SrI B,plant,Taiwan,Seemuller et al 1998,Convolvulaceae,Ipomoea batatas
1979,16SrI B,plant,Michigan,Seemuller et al 1998,Onagraceae,Oenothera hookeri
1980,16SrI B,plant,France,Seemuller et al 1998,Brassicaceae,Brassica napus
1981,16SrI B,plant,California,Seemuller et al 1998,Apiaceae,Apium graveolens
1982,16SrXII ,plant,France,Seemuller et al 1998,Apiaceae,Apium graveolens
1983,16SrI B,plant,United Kingdom,Seemuller et al 1998,Cactaceae,Opuntia sp.
1984,16SrI B,plant,Germany,Seemuller et al 1998,Primulaceae,Primula sp.
1985,16SrI B,plant,United Kingdom,Seemuller et al 1998,Brassicaceae,Brassica sp.
1986,16SrI B,plant,Germany,Seemuller et al 1998,Ranunculaceae,Aquilegia alpina
1987,16SrI B,plant,Germany,Seemuller et al 1998,Ranunculaceae,Delphinium hybrid
1988,16SrI B,plant,Spain,Seemuller et al 1998,Brassicaceae,Diplotaxix erucoides
1989,16SrI B,plant,Germany,Seemuller et al 1998,Plantaginaceae,Plantago sp.
1990,16SrI C,plant,Italy,Seemuller et al 1998,Ranunculaceae,Anemone coronaria
1991,16SrI C,plant,Italy,Seemuller et al 1998,Rosaceae,Spiraea tomentosa
1992,16SrI D,plant,Taiwan,Seemuller et al 1998,Scrophulariaceae,Paulownia tomentosa
1993,16SrI E,plant,United States,Seemuller et al 1998,Ericaceae,Vaccinium sp.
